Calendar_Year,Calendar_Month,Route,Average_Daily_Ridership,Source,ObjectId
2020,2,44,3593,APC,1791
2020,2,45,6155,APC,1792
2020,2,46,6076,APC,1793
2020,2,47,17537,APC,1794
2020,2,48,7468,APC,1795
2020,2,49,3129,APC,1796
2020,2,50,2014,APC,1797
2020,2,52,14571,APC,1798
2020,2,53,3184,APC,1799
2020,2,54,6947,APC,1800
2020,2,55,4713,APC,1801
2020,2,56,12681,APC,1802
2020,2,57,10716,APC,1803
2020,2,58,8413,APC,1804
2020,2,59,4670,APC,1805
2020,2,60,11141,APC,1806
2020,2,61,4604,APC,1807
2020,2,62,240,APC,1808
2020,2,64,6034,APC,1809
2020,2,65,8383,APC,1810
2020,2,66,10527,APC,1811
2020,2,67,5362,APC,1812
2020,2,68,2138,APC,1813
2020,2,70,9230,APC,1814
2020,2,73,2554,APC,1815
2020,2,75,3029,APC,1816
2020,2,77,807,APC,1817
2020,2,78,64,APC,1818
2020,2,79,5884,APC,1819
2020,2,80,216,APC,1820
2020,2,84,3743,APC,1821
2020,2,88,2462,APC,1822
2020,2,89,1806,APC,1823
2020,2,90,421,APC,1824
2020,2,92,299,APC,1825
2020,2,93,1191,APC,1826
2020,2,94,465,APC,1827
2020,2,95,543,APC,1828
2020,2,96,1291,APC,1829
2020,2,97,626,APC,1830
2020,2,98,928,APC,1831
2020,2,99,1176,APC,1832
2020,2,103,1296,APC,1835
2020,2,104,3232,APC,1836
2020,2,105,1225,APC,1837
2020,2,106,1315,APC,1838
2020,2,107,1040,APC,1839
2020,2,108,5384,APC,1840
2020,2,109,4468,APC,1841
2020,2,110,1973,APC,1842
2020,2,111,1455,APC,1843
2020,2,112,1225,APC,1844
2020,2,113,6640,APC,1845
2020,2,114,1932,APC,1846
2020,2,115,1194,APC,1847
2020,2,117,1925,APC,1848
2020,2,118,497,APC,1849
2020,2,119,716,APC,1850
2020,2,120,450,APC,1851
2020,2,123,921,APC,1852
2020,2,124,1839,APC,1853
2020,2,125,2168,APC,1854
2020,2,126,670,APC,1855
2020,2,127,295,APC,1856
2020,2,128,377,APC,1857
2020,2,129,905,APC,1858
2020,2,130,560,APC,1859
2020,2,131,646,APC,1860
2020,2,132,337,APC,1861
2020,2,133,70,APC,1862
2020,2,139,423,APC,1863
2020,2,150,32,APC,1864
2020,2,201,157,APC,1865
2020,2,204,197,APC,1866
2020,2,206,159,APC,1867
2020,2,310,387,APC,1868
2020,2,311,216,APC,1869
2020,3,1,2389,APC,1883
2020,3,2,4062,APC,1884
2020,3,3,7438,APC,1885
2020,3,4,6487,APC,1886
2020,3,5,3227,APC,1887
2020,3,6,5166,APC,1888
2020,3,7,4783,APC,1889
2020,3,8,2080,APC,1890
2020,3,9,3586,APC,1891
2020,3,12,2378,APC,1894
2020,3,14,5481,APC,1896
2020,3,16,6955,APC,1898
2020,3,17,8236,APC,1899
2020,3,18,12651,APC,1900
2020,3,19,921,APC,1901
2020,3,20,3796,APC,1902
2020,3,21,8495,APC,1903
2020,3,22,3685,APC,1904
2020,3,23,14589,APC,1905
2020,3,24,1896,APC,1906
2020,3,25,3732,APC,1907
2020,3,26,9905,APC,1908
2020,3,27,3520,APC,1909
2020,3,28,1537,APC,1910
2020,3,29,3723,APC,1911
2020,3,30,1231,APC,1912
2020,3,31,4166,APC,1913
2020,3,32,4129,APC,1914
2020,3,33,10230,APC,1915
2020,3,35,150,APC,1917
2020,3,37,2818,APC,1919
2020,3,38,2440,APC,1920
2020,3,39,2375,APC,1921
2020,3,40,7803,APC,1922
2020,3,42,8125,APC,1923
2020,3,43,2932,APC,1924
2020,3,44,2915,APC,1925
2020,3,45,4731,APC,1926
2020,3,46,4588,APC,1927
2020,3,47,14739,APC,1928
2020,3,48,6846,APC,1929
2020,3,49,2661,APC,1930
2020,3,50,1628,APC,1931
2020,3,52,12245,APC,1932
2020,3,53,2367,APC,1933
2020,3,54,6116,APC,1934
2020,3,55,4099,APC,1935
2020,3,56,10128,APC,1936
2020,3,57,8399,APC,1937
2020,3,58,6376,APC,1938
2020,3,59,4286,APC,1939
2020,3,60,9625,APC,1940
2020,3,61,3840,APC,1941
2020,3,62,184,APC,1942
2020,3,64,4192,APC,1943
2020,3,65,6654,APC,1944
2020,3,66,8700,APC,1945
2020,3,67,3796,APC,1946
2020,3,68,2055,APC,1947
2020,3,70,6792,APC,1948
2020,3,73,2284,APC,1949
2020,3,75,1511,APC,1950
2020,3,77,723,APC,1951
2020,3,78,67,APC,1952
2020,3,79,4956,APC,1953
2020,3,80,199,APC,1954
2020,3,84,2893,APC,1955
2020,3,88,1693,APC,1956
2020,3,89,1630,APC,1957
2020,3,90,356,APC,1958
2020,3,92,175,APC,1959
2020,3,93,851,APC,1960
2020,3,94,665,APC,1961
2020,3,95,545,APC,1962
2020,3,96,988,APC,1963
2020,3,97,417,APC,1964
2020,3,98,713,APC,1965
2020,3,99,1018,APC,1966
2020,3,103,785,APC,1969
2020,3,104,2459,APC,1970
2020,3,105,833,APC,1971
2020,3,106,868,APC,1972
2020,3,107,735,APC,1973
2020,3,108,5555,APC,1974
2020,3,109,3072,APC,1975
2020,3,110,1440,APC,1976
2020,3,111,924,APC,1977
2020,3,112,638,APC,1978
2020,3,113,4795,APC,1979
2020,3,114,1540,APC,1980
2020,3,115,903,APC,1981
2020,3,117,1435,APC,1982
2020,3,118,284,APC,1983
2020,3,119,580,APC,1984
2020,3,120,356,APC,1985
2020,3,123,599,APC,1986
2020,3,124,1839,APC,1987
2020,3,125,1225,APC,1988
2020,3,126,455,APC,1989
2020,3,127,181,APC,1990
2020,3,128,215,APC,1991
2020,3,129,893,APC,1992
2020,3,130,606,APC,1993
2020,3,131,614,APC,1994
2020,3,132,347,APC,1995
2020,3,133,67,APC,1996
2020,3,139,431,APC,1997
2020,3,150,8,APC,1998
2020,3,201,165,APC,1999
2020,3,204,170,APC,2000
2020,3,206,95,APC,2001
2020,3,310,331,APC,2002
2020,3,311,191,APC,2003
2020,4,1,566,APC,2017
2020,4,2,913,APC,2018
2020,4,3,3790,APC,2019
2020,4,4,2352,APC,2020
2020,4,5,1017,APC,2021
2020,4,6,1606,APC,2022
2020,4,7,2223,APC,2023
2020,4,8,0,APC,2024
2020,4,9,809,APC,2025
2020,4,12,552,APC,2028
2020,4,14,2758,APC,2030
2020,4,16,3745,APC,2032
2020,4,17,2425,APC,2033
2020,4,18,5542,APC,2034
2020,4,19,199,APC,2035
2020,4,20,1349,APC,2036
2020,4,21,2948,APC,2037
2020,4,22,1312,APC,2038
2020,4,23,5684,APC,2039
2020,4,24,661,APC,2040
2020,4,25,1538,APC,2041
2020,4,26,2389,APC,2042
2020,4,27,763,APC,2043
2020,4,28,208,APC,2044
2020,4,29,971,APC,2045
2020,4,30,312,APC,2046
2020,4,31,1124,APC,2047
2020,4,32,1045,APC,2048
2020,4,33,3511,APC,2049
2020,4,35,70,APC,2051
2020,4,37,1030,APC,2053
2020,4,38,662,APC,2054
2020,4,39,715,APC,2055
2020,4,40,1751,APC,2056
2020,4,42,2278,APC,2057
2020,4,43,584,APC,2058
2020,4,44,363,APC,2059
2020,4,45,922,APC,2060
2020,4,46,1457,APC,2061
2020,4,47,5090,APC,2062
2020,4,48,1833,APC,2063
2020,4,49,668,APC,2064
2020,4,50,693,APC,2065
2020,4,52,5285,APC,2066
2020,4,53,771,APC,2067
2020,4,54,2612,APC,2068
2020,4,55,1454,APC,2069
2020,4,56,3525,APC,2070
2020,4,57,2175,APC,2071
2020,4,58,1990,APC,2072
2020,4,59,1058,APC,2073
2020,4,60,3341,APC,2074
2020,4,61,1253,APC,2075
2020,4,62,0,APC,2076
2020,4,64,1738,APC,2077
2020,4,65,2472,APC,2078
2020,4,66,3115,APC,2079
2020,4,67,897,APC,2080
2020,4,68,107,APC,2081
2020,4,70,1756,APC,2082
2020,4,73,748,APC,2083
2020,4,75,715,APC,2084
2020,4,77,246,APC,2085
2020,4,78,6,APC,2086
2020,4,79,1199,APC,2087
2020,4,80,89,APC,2088
2020,4,84,790,APC,2089
2020,4,88,290,APC,2090
2020,4,89,419,APC,2091
2020,4,90,207,APC,2092
2020,4,92,64,APC,2093
2020,4,93,433,APC,2094
2020,4,94,92,APC,2095
2020,4,95,185,APC,2096
2020,4,96,413,APC,2097
2020,4,97,306,APC,2098
2020,4,98,191,APC,2099
2020,4,99,362,APC,2100
2020,4,103,219,APC,2103
2020,4,104,897,APC,2104
2020,4,105,406,APC,2105
2020,4,106,337,APC,2106
2020,4,107,276,APC,2107
2020,4,108,2092,APC,2108
2020,4,109,1741,APC,2109
2020,4,110,499,APC,2110
2020,4,111,388,APC,2111
2020,4,112,126,APC,2112
2020,4,113,2868,APC,2113
2020,4,114,745,APC,2114
2020,4,115,263,APC,2115
2020,4,117,1016,APC,2116
2020,4,118,116,APC,2117
2020,4,119,338,APC,2118
2020,4,120,132,APC,2119
2020,4,123,297,APC,2120
2020,4,124,615,APC,2121
2020,4,125,559,APC,2122
2020,4,126,181,APC,2123
2020,4,127,108,APC,2124
2020,4,128,139,APC,2125
2020,4,129,339,APC,2126
2020,4,130,183,APC,2127
2020,4,131,213,APC,2128
2020,4,132,111,APC,2129
2020,4,133,0,APC,2130
2020,4,139,141,APC,2131
2020,4,150,6,APC,2132
2020,4,201,0,APC,2133
2020,4,204,25,APC,2134
2020,4,206,22,APC,2135
2020,4,310,116,APC,2136
2020,4,311,73,APC,2137
2020,5,1,888,APC,2151
2020,5,2,1219,APC,2152
2020,5,3,3837,APC,2153
2020,5,4,2588,APC,2154
2020,5,5,1210,APC,2155
2020,5,6,2455,APC,2156
2020,5,7,2110,APC,2157
2020,5,8,599,APC,2158
2020,5,9,1141,APC,2159
2020,5,12,568,APC,2162
2020,5,14,2732,APC,2164
2020,5,16,3986,APC,2166
2020,5,17,3019,APC,2167
2020,5,18,5532,APC,2168
2020,5,19,268,APC,2169
2020,5,20,1177,APC,2170
2020,5,21,3195,APC,2171
2020,5,22,1669,APC,2172
2020,5,23,7333,APC,2173
2020,5,24,561,APC,2174
2020,5,25,1600,APC,2175
2020,5,26,3665,APC,2176
2020,5,27,1034,APC,2177
2020,5,28,354,APC,2178
2020,5,29,1065,APC,2179
2020,5,30,349,APC,2180
2020,5,31,1196,APC,2181
2020,5,32,1014,APC,2182
2020,5,33,3856,APC,2183
2020,5,35,70,APC,2185
2020,5,37,971,APC,2187
2020,5,38,654,APC,2188
2020,5,39,627,APC,2189
2020,5,40,2569,APC,2190
2020,5,42,2622,APC,2191
2020,5,43,648,APC,2192
2020,5,44,600,APC,2193
2020,5,45,1100,APC,2194
2020,5,46,1823,APC,2195
2020,5,47,7116,APC,2196
2020,5,48,2154,APC,2197
2020,5,49,658,APC,2198
2020,5,50,484,APC,2199
2020,5,52,5233,APC,2200
2020,5,53,769,APC,2201
2020,5,54,2499,APC,2202
2020,5,55,1976,APC,2203
2020,5,56,3921,APC,2204
2020,5,57,2579,APC,2205
2020,5,58,2458,APC,2206
2020,5,59,1199,APC,2207
2020,5,60,6018,APC,2208
2020,5,61,1230,APC,2209
2020,5,62,37,APC,2210
2020,5,64,2330,APC,2211
2020,5,65,2847,APC,2212
2020,5,66,4015,APC,2213
2020,5,67,819,APC,2214
2020,5,68,975,APC,2215
2020,5,70,2135,APC,2216
2020,5,73,706,APC,2217
2020,5,75,1029,APC,2218
2020,5,77,174,APC,2219
2020,5,78,10,APC,2220
2020,5,79,1373,APC,2221
2020,5,80,55,APC,2222
2020,5,84,978,APC,2223
2020,5,88,330,APC,2224
2020,5,89,575,APC,2225
2020,5,90,154,APC,2226
2020,5,92,73,APC,2227
2020,5,93,467,APC,2228
2020,5,94,97,APC,2229
2020,5,95,160,APC,2230
2020,5,96,479,APC,2231
2020,5,97,317,APC,2232
2020,5,98,206,APC,2233
2020,5,99,305,APC,2234
2020,5,103,254,APC,2237
2020,5,104,1177,APC,2238
2020,5,105,391,APC,2239
2020,5,106,330,APC,2240
2020,5,107,355,APC,2241
2020,5,108,2214,APC,2242
2020,5,109,2095,APC,2243
2020,5,110,747,APC,2244
2020,5,111,438,APC,2245
2020,5,112,349,APC,2246
2020,5,113,3530,APC,2247
2020,5,114,921,APC,2248
2020,5,115,293,APC,2249
2020,5,117,986,APC,2250
2020,5,118,121,APC,2251
2020,5,119,293,APC,2252
2020,5,120,175,APC,2253
2020,5,123,231,APC,2254
2020,5,124,615,APC,2255
2020,5,125,546,APC,2256
2020,5,126,150,APC,2257
2020,5,127,106,APC,2258
2020,5,128,104,APC,2259
2020,5,129,375,APC,2260
2020,5,130,170,APC,2261
2020,5,131,203,APC,2262
2020,5,132,133,APC,2263
2020,5,133,24,APC,2264
2020,5,139,156,APC,2265
2020,5,150,2,APC,2266
2020,5,201,39,APC,2267
2020,5,204,104,APC,2268
2020,5,206,24,APC,2269
2020,5,310,177,APC,2270
2020,5,311,90,APC,2271
2020,6,1,1113,APC,2285
2020,6,2,1504,APC,2286
2020,6,3,3625,APC,2287
2020,6,4,3012,APC,2288
2020,6,5,1526,APC,2289
2020,6,6,2848,APC,2290
2020,6,7,2447,APC,2291
2020,6,8,598,APC,2292
2020,6,9,1447,APC,2293
2020,6,12,871,APC,2296
2020,6,14,3020,APC,2298
2020,6,16,4065,APC,2300
2020,6,17,3688,APC,2301
2020,6,18,6107,APC,2302
2020,6,19,390,APC,2303
2020,6,20,1587,APC,2304
2020,6,21,4007,APC,2305
2020,6,22,2053,APC,2306
2020,6,23,7691,APC,2307
2020,6,24,840,APC,2308
2020,6,25,2024,APC,2309
2020,6,26,3801,APC,2310
2020,6,27,1123,APC,2311
2020,6,28,459,APC,2312
2020,6,29,1269,APC,2313
2020,6,30,482,APC,2314
2020,6,31,1810,APC,2315
2020,6,32,1313,APC,2316
2020,6,33,4580,APC,2317
2020,6,35,66,APC,2319
2020,6,37,1428,APC,2321
2020,6,38,966,APC,2322
2020,6,39,794,APC,2323
2020,6,40,3242,APC,2324
2020,6,42,3658,APC,2325
2020,6,43,689,APC,2326
2020,6,44,947,APC,2327
2020,6,45,1645,APC,2328
2020,6,46,2137,APC,2329
2020,6,47,7449,APC,2330
2020,6,48,2755,APC,2331
2020,6,49,1210,APC,2332
2020,6,50,760,APC,2333
2020,6,52,5771,APC,2334
2020,6,53,962,APC,2335
2020,6,54,2665,APC,2336
2020,6,55,2547,APC,2337
2020,6,56,4310,APC,2338
2020,6,57,3158,APC,2339
2020,6,58,2946,APC,2340
2020,6,59,1893,APC,2341
2020,6,60,5193,APC,2342
2020,6,61,1781,APC,2343
2020,6,62,46,APC,2344
2020,6,64,2486,APC,2345
2020,6,65,3646,APC,2346
2020,6,66,4613,APC,2347
2020,6,67,1001,APC,2348
2020,6,68,1298,APC,2349
2020,6,70,2503,APC,2350
2020,6,73,902,APC,2351
2020,6,75,1171,APC,2352
2020,6,77,270,APC,2353
2020,6,78,9,APC,2354
2020,6,79,1800,APC,2355
2020,6,80,71,APC,2356
2020,6,84,1050,APC,2357
2020,6,88,416,APC,2358
2020,6,89,816,APC,2359
2020,6,90,211,APC,2360
2020,6,92,86,APC,2361
2020,6,93,589,APC,2362
2020,6,94,140,APC,2363
2020,6,95,225,APC,2364
2020,6,96,566,APC,2365
2020,6,97,391,APC,2366
2020,6,98,327,APC,2367
2020,6,99,485,APC,2368
2020,6,103,400,APC,2371
2020,6,104,1321,APC,2372
2020,6,105,579,APC,2373
2020,6,106,478,APC,2374
2020,6,107,455,APC,2375
2020,6,108,2619,APC,2376
2020,6,109,2258,APC,2377
2020,6,110,888,APC,2378
2020,6,111,545,APC,2379
2020,6,112,370,APC,2380
2020,6,113,3643,APC,2381
2020,6,114,975,APC,2382
2020,6,115,447,APC,2383
2020,6,117,1031,APC,2384
2020,6,118,152,APC,2385
2020,6,119,317,APC,2386
2020,6,120,149,APC,2387
2020,6,123,424,APC,2388
2020,6,124,651,APC,2389
2020,6,125,763,APC,2390
2020,6,126,219,APC,2391
2020,6,127,145,APC,2392
2020,6,128,172,APC,2393
2020,6,129,448,APC,2394
2020,6,130,214,APC,2395
2020,6,131,297,APC,2396
2020,6,132,181,APC,2397
2020,6,133,17,APC,2398
2020,6,139,178,APC,2399
2020,6,150,8,APC,2400
2020,6,201,25,APC,2401
2020,6,204,127,APC,2402
2020,6,206,34,APC,2403
2020,6,310,210,APC,2404
2020,6,311,101,APC,2405
2020,7,1,1195,APC,2419
2020,7,2,1650,APC,2420
2020,7,3,4005,APC,2421
2020,7,4,2907,APC,2422
2020,7,5,1564,APC,2423
2020,7,6,2695,APC,2424
2020,7,7,2375,APC,2425
2020,7,8,671,APC,2426
2020,7,9,1715,APC,2427
2020,7,12,932,APC,2430
2020,7,14,3073,APC,2432
2020,7,16,3856,APC,2434
2020,7,17,4102,APC,2435
2020,7,18,6218,APC,2436
2020,7,19,418,APC,2437
2020,7,20,1777,APC,2438
2020,7,21,4425,APC,2439
2020,7,22,2245,APC,2440
2020,7,23,7811,APC,2441
2020,7,24,869,APC,2442
2020,7,25,2031,APC,2443
2020,7,26,3998,APC,2444
2020,7,27,1321,APC,2445
2020,7,28,506,APC,2446
2020,7,29,1371,APC,2447
2020,7,30,545,APC,2448
2020,7,31,1998,APC,2449
2020,7,32,1423,APC,2450
2020,7,33,4878,APC,2451
2020,7,35,67,APC,2453
2020,7,37,1530,APC,2455
2020,7,38,1068,APC,2456
2020,7,39,848,APC,2457
2020,7,40,3569,APC,2458
2020,7,42,4044,APC,2459
2020,7,43,843,APC,2460
2020,7,44,1075,APC,2461
2020,7,45,1991,APC,2462
2020,7,46,2439,APC,2463
2020,7,47,8046,APC,2464
2020,7,48,3146,APC,2465
2020,7,49,1201,APC,2466
2020,7,50,947,APC,2467
2020,7,52,6320,APC,2468
2020,7,53,1011,APC,2469
2020,7,54,2783,APC,2470
2020,7,55,2627,APC,2471
2020,7,56,4344,APC,2472
2020,7,57,3439,APC,2473
2020,7,58,3026,APC,2474
2020,7,59,1879,APC,2475
2020,7,60,4750,APC,2476
2020,7,61,1947,APC,2477
2020,7,62,57,APC,2478
2020,7,64,2448,APC,2479
2020,7,65,3841,APC,2480
2020,7,66,4513,APC,2481
2020,7,67,1073,APC,2482
2020,7,68,1328,APC,2483
2020,7,70,2607,APC,2484
2020,7,73,954,APC,2485
2020,7,75,1274,APC,2486
2020,7,77,296,APC,2487
2020,7,78,10,APC,2488
2020,7,79,2291,APC,2489
2020,7,80,74,APC,2490
2020,7,84,1162,APC,2491
2020,7,88,467,APC,2492
2020,7,89,848,APC,2493
2020,7,90,240,APC,2494
2020,7,92,109,APC,2495
2020,7,93,592,APC,2496
2020,7,94,167,APC,2497
2020,7,95,244,APC,2498
2020,7,96,635,APC,2499
2020,7,97,369,APC,2500
2020,7,98,366,APC,2501
2020,7,99,637,APC,2502
2020,7,103,447,APC,2505
2020,7,104,1449,APC,2506
2020,7,105,560,APC,2507
2020,7,106,482,APC,2508
2020,7,107,422,APC,2509
2020,7,108,2619,APC,2510
2020,7,109,2559,APC,2511
2020,7,110,971,APC,2512
2020,7,111,550,APC,2513
2020,7,112,416,APC,2514
2020,7,113,3830,APC,2515
2020,7,114,1021,APC,2516
2020,7,115,460,APC,2517
2020,7,117,1045,APC,2518
2020,7,118,152,APC,2519
2020,7,119,354,APC,2520
2020,7,120,137,APC,2521
2020,7,123,580,APC,2522
2020,7,124,651,APC,2523
2020,7,125,907,APC,2524
2020,7,126,243,APC,2525
2020,7,127,163,APC,2526
2020,7,128,181,APC,2527
2020,7,129,486,APC,2528
2020,7,130,267,APC,2529
2020,7,131,308,APC,2530
2020,7,132,207,APC,2531
2020,7,133,32,APC,2532
2020,7,139,190,APC,2533
2020,7,150,20,APC,2534
2020,7,201,26,APC,2535
2020,7,204,101,APC,2536
2020,7,206,42,APC,2537
2020,7,310,229,APC,2538
2020,7,311,104,APC,2539
2020,8,1,1050,MODE_Report_Estimate,2553
2020,8,2,1869,MODE_Report_Estimate,2554
2020,8,3,3362,MODE_Report_Estimate,2555
2020,8,4,2798,MODE_Report_Estimate,2556
2020,8,5,1354,MODE_Report_Estimate,2557
2020,8,6,2236,MODE_Report_Estimate,2558
2020,8,7,2051,MODE_Report_Estimate,2559
2020,8,8,674,MODE_Report_Estimate,2560
2020,8,9,1959,MODE_Report_Estimate,2561
2020,8,12,1134,MODE_Report_Estimate,2564
2020,8,14,2462,MODE_Report_Estimate,2566
2020,8,16,3053,MODE_Report_Estimate,2568
2020,8,17,4066,MODE_Report_Estimate,2569
2020,8,18,4939,MODE_Report_Estimate,2570
2020,8,19,508,MODE_Report_Estimate,2571
2020,8,20,1847,MODE_Report_Estimate,2572
2020,8,21,4331,MODE_Report_Estimate,2573
2020,8,22,1821,MODE_Report_Estimate,2574
2020,8,23,5868,MODE_Report_Estimate,2575
2020,8,24,847,MODE_Report_Estimate,2576
2020,8,25,1664,MODE_Report_Estimate,2577
2020,8,26,3617,MODE_Report_Estimate,2578
2020,8,27,1616,MODE_Report_Estimate,2579
2020,8,28,535,MODE_Report_Estimate,2580
2020,8,29,1469,MODE_Report_Estimate,2581
2020,8,30,530,MODE_Report_Estimate,2582
2020,8,31,1929,MODE_Report_Estimate,2583
2020,8,32,1851,MODE_Report_Estimate,2584
2020,8,33,4688,MODE_Report_Estimate,2585
2020,8,35,62,MODE_Report_Estimate,2587
2020,8,37,1567,MODE_Report_Estimate,2589
2020,8,38,1252,MODE_Report_Estimate,2590
2020,8,39,790,MODE_Report_Estimate,2591
2020,8,40,2853,MODE_Report_Estimate,2592
2020,8,42,4286,MODE_Report_Estimate,2593
2020,8,43,1067,MODE_Report_Estimate,2594
2020,8,44,1561,MODE_Report_Estimate,2595
2020,8,45,2196,MODE_Report_Estimate,2596
2020,8,46,2117,MODE_Report_Estimate,2597
2020,8,47,6755,MODE_Report_Estimate,2598
2020,8,48,3180,MODE_Report_Estimate,2599
2020,8,49,1210,MODE_Report_Estimate,2600
2020,8,50,871,MODE_Report_Estimate,2601
2020,8,52,5228,MODE_Report_Estimate,2602
2020,8,53,960,MODE_Report_Estimate,2603
2020,8,54,2663,MODE_Report_Estimate,2604
2020,8,55,2079,MODE_Report_Estimate,2605
2020,8,56,3877,MODE_Report_Estimate,2606
2020,8,57,3700,MODE_Report_Estimate,2607
2020,8,58,2996,MODE_Report_Estimate,2608
2020,8,59,1982,MODE_Report_Estimate,2609
2020,8,60,3933,MODE_Report_Estimate,2610
2020,8,61,1639,MODE_Report_Estimate,2611
2020,8,62,104,MODE_Report_Estimate,2612
2020,8,64,1994,MODE_Report_Estimate,2613
2020,8,65,3244,MODE_Report_Estimate,2614
2020,8,66,4596,MODE_Report_Estimate,2615
2020,8,67,1230,MODE_Report_Estimate,2616
2020,8,68,922,MODE_Report_Estimate,2617
2020,8,70,2313,MODE_Report_Estimate,2618
2020,8,73,718,MODE_Report_Estimate,2619
2020,8,75,1385,MODE_Report_Estimate,2620
2020,8,77,298,MODE_Report_Estimate,2621
2020,8,78,53,MODE_Report_Estimate,2622
2020,8,79,1793,MODE_Report_Estimate,2623
2020,8,80,113,MODE_Report_Estimate,2624
2020,8,84,1116,MODE_Report_Estimate,2625
2020,8,88,526,MODE_Report_Estimate,2626
2020,8,89,719,MODE_Report_Estimate,2627
2020,8,90,205,MODE_Report_Estimate,2628
2020,8,92,148,MODE_Report_Estimate,2629
2020,8,93,597,MODE_Report_Estimate,2630
2020,8,94,194,MODE_Report_Estimate,2631
2020,8,95,237,MODE_Report_Estimate,2632
2020,8,96,595,MODE_Report_Estimate,2633
2020,8,97,301,MODE_Report_Estimate,2634
2020,8,98,446,MODE_Report_Estimate,2635
2020,8,99,600,MODE_Report_Estimate,2636
2020,8,103,509,MODE_Report_Estimate,2639
2020,8,104,1519,MODE_Report_Estimate,2640
2020,8,105,527,MODE_Report_Estimate,2641
2020,8,106,585,MODE_Report_Estimate,2642
2020,8,107,460,MODE_Report_Estimate,2643
2020,8,108,2394,MODE_Report_Estimate,2644
2020,8,109,2116,MODE_Report_Estimate,2645
2020,8,110,886,MODE_Report_Estimate,2646
2020,8,111,631,MODE_Report_Estimate,2647
2020,8,112,420,MODE_Report_Estimate,2648
2020,8,113,3086,MODE_Report_Estimate,2649
2020,8,114,876,MODE_Report_Estimate,2650
2020,8,115,466,MODE_Report_Estimate,2651
2020,8,117,880,MODE_Report_Estimate,2652
2020,8,118,198,MODE_Report_Estimate,2653
2020,8,119,340,MODE_Report_Estimate,2654
2020,8,120,122,MODE_Report_Estimate,2655
2020,8,123,470,MODE_Report_Estimate,2656
2020,8,124,842,MODE_Report_Estimate,2657
2020,8,125,1053,MODE_Report_Estimate,2658
2020,8,126,292,MODE_Report_Estimate,2659
2020,8,127,157,MODE_Report_Estimate,2660
2020,8,128,173,MODE_Report_Estimate,2661
2020,8,129,449,MODE_Report_Estimate,2662
2020,8,130,250,MODE_Report_Estimate,2663
2020,8,131,292,MODE_Report_Estimate,2664
2020,8,132,185,MODE_Report_Estimate,2665
2020,8,133,44,MODE_Report_Estimate,2666
2020,8,139,190,MODE_Report_Estimate,2667
2020,8,150,9,MODE_Report_Estimate,2668
2020,8,201,74,MODE_Report_Estimate,2669
2020,8,204,99,MODE_Report_Estimate,2670
2020,8,206,67,MODE_Report_Estimate,2671
2020,8,310,188,MODE_Report_Estimate,2672
2020,8,311,98,MODE_Report_Estimate,2673
2020,9,1,1220,MODE_Report_Estimate,2687
2020,9,2,2326,MODE_Report_Estimate,2688
2020,9,3,3640,MODE_Report_Estimate,2689
2020,9,4,3172,MODE_Report_Estimate,2690
2020,9,5,1548,MODE_Report_Estimate,2691
2020,9,6,2537,MODE_Report_Estimate,2692
2020,9,7,2155,MODE_Report_Estimate,2693
2020,9,8,1103,MODE_Report_Estimate,2694
2020,9,9,2102,MODE_Report_Estimate,2695
2020,9,12,1064,MODE_Report_Estimate,2698
2020,9,14,2543,MODE_Report_Estimate,2700
2020,9,16,2879,MODE_Report_Estimate,2702
2020,9,17,3965,MODE_Report_Estimate,2703
2020,9,18,5690,MODE_Report_Estimate,2704
2020,9,19,593,MODE_Report_Estimate,2705
2020,9,20,2008,MODE_Report_Estimate,2706
2020,9,21,4254,MODE_Report_Estimate,2707
2020,9,22,1834,MODE_Report_Estimate,2708
2020,9,23,6186,MODE_Report_Estimate,2709
2020,9,24,987,MODE_Report_Estimate,2710
2020,9,25,1852,MODE_Report_Estimate,2711
2020,9,26,4617,MODE_Report_Estimate,2712
2020,9,27,1897,MODE_Report_Estimate,2713
2020,9,28,842,MODE_Report_Estimate,2714
2020,9,29,1917,MODE_Report_Estimate,2715
2020,9,30,553,MODE_Report_Estimate,2716
2020,9,31,2139,MODE_Report_Estimate,2717
2020,9,32,2004,MODE_Report_Estimate,2718
2020,9,33,4841,MODE_Report_Estimate,2719
2020,9,35,70,MODE_Report_Estimate,2721
2020,9,37,1459,MODE_Report_Estimate,2723
2020,9,38,1183,MODE_Report_Estimate,2724
2020,9,39,908,MODE_Report_Estimate,2725
2020,9,40,3117,MODE_Report_Estimate,2726
2020,9,42,3966,MODE_Report_Estimate,2727
2020,9,43,1601,MODE_Report_Estimate,2728
2020,9,44,1508,MODE_Report_Estimate,2729
2020,9,45,2284,MODE_Report_Estimate,2730
2020,9,46,2328,MODE_Report_Estimate,2731
2020,9,47,7250,MODE_Report_Estimate,2732
2020,9,48,3107,MODE_Report_Estimate,2733
2020,9,49,1261,MODE_Report_Estimate,2734
2020,9,50,861,MODE_Report_Estimate,2735
2020,9,52,6177,MODE_Report_Estimate,2736
2020,9,53,1187,MODE_Report_Estimate,2737
2020,9,54,3209,MODE_Report_Estimate,2738
2020,9,55,2011,MODE_Report_Estimate,2739
2020,9,56,4944,MODE_Report_Estimate,2740
2020,9,57,4515,MODE_Report_Estimate,2741
